USER,AGE,GENDER,COUNTRY,ENGLISH,EDUCATION,SIZE,TREL,TOPIC,DOC,urel,mental,physical,temp,perf,effort,frust,time,viewdoc,viewtopic
29,27,female,British,5,pg,med,0,394,APW19980616.0703,0,65,10,80,50,45,10,44317,1,0
29,27,female,British,5,pg,sml,1,404,XIE19961009.0294,2,55,5,70,45,35,10,53948,1,0
29,27,female,British,5,pg,sml,2,303,XIE19971008.0082,1,60,5,60,55,50,15,54574,1,0
29,27,female,British,5,pg,lrg,2,448,NYT19990315.0320,2,70,10,60,50,55,20,84759,1,0
29,27,female,British,5,pg,med,1,435,XIE19970309.0126,0,50,10,60,55,40,10,45809,1,0
29,27,female,British,5,pg,sml,0,419,APW19980703.0721,0,10,10,10,100,15,10,37551,1,0
29,27,female,British,5,pg,med,2,409,XIE20000822.0048,1,80,20,70,20,45,20,100592,3,2
29,27,female,British,5,pg,lrg,0,374,APW20000926.0203,0,70,10,50,40,35,10,40731,1,0
29,27,female,British,5,pg,lrg,1,341,NYT20000111.0146,2,45,10,40,50,30,5,68662,1,0
30,32,female,UK,5,pg,med,1,393,APW19980727.0330,2,45,10,20,60,30,40,57998,1,0
30,32,female,UK,5,pg,sml,2,404,XIE19971107.0079,2,35,10,20,60,25,25,32679,1,0
30,32,female,UK,5,pg,med,2,638,APW19990311.0268,2,55,15,25,50,15,25,86399,1,0
30,32,female,UK,5,pg,med,0,363,XIE19980507.0098,0,25,10,20,50,20,25,38080,1,0
30,32,female,UK,5,pg,lrg,2,347,NYT19991013.0096,2,35,10,25,55,25,25,77626,1,0
30,32,female,UK,5,pg,lrg,1,336,NYT20000531.0404,0,55,35,50,40,40,35,150870,1,0
30,32,female,UK,5,pg,sml,1,689,XIE19970530.0149,0,40,25,30,35,45,30,121217,2,1
30,32,female,UK,5,pg,sml,0,648,XIE19990227.0077,0,20,20,20,55,25,25,18782,1,0
30,32,female,UK,5,pg,lrg,0,394,NYT20000422.0003,0,35,20,25,55,20,25,87877,1,0
31,22,female,british,5,ug,lrg,2,314,NYT19991118.0335,0,30,20,25,80,45,40,62406,1,0
31,22,female,british,5,ug,sml,2,325,XIE20000707.0164,1,50,20,25,70,40,40,35451,1,0
31,22,female,british,5,ug,med,0,354,APW19981216.0661,0,55,25,35,70,45,55,58271,2,1
31,22,female,british,5,ug,med,1,416,XIE19970331.0077,2,35,35,35,85,40,40,64710,3,2
31,22,female,british,5,ug,med,2,448,APW19980925.0190,2,35,35,35,75,35,40,39384,2,1
31,22,female,british,5,ug,lrg,0,353,NYT19990322.0185,0,65,45,60,65,55,55,144083,2,1
31,22,female,british,5,ug,lrg,1,427,NYT19980713.0208,1,45,35,45,75,45,45,139059,2,1
31,22,female,british,5,ug,sml,1,389,APW19980905.0289,2,30,25,30,75,40,40,51917,1,0
31,22,female,british,5,ug,sml,0,344,XIE19961122.0071,0,20,20,20,85,25,25,41315,1,0
32,20,female,British,5,ug,lrg,1,367,NYT19990204.0433,0,80,15,85,25,70,15,46872,1,0
32,20,female,British,5,ug,lrg,2,344,NYT19980821.0517,2,60,15,15,75,20,20,34864,1,0
32,20,female,British,5,ug,med,2,622,APW19990120.0205,1,30,30,30,55,25,25,23666,1,0
32,20,female,British,5,ug,lrg,0,408,NYT19981027.0384,2,15,15,15,60,20,20,22903,1,0
32,20,female,British,5,ug,med,0,443,NYT19980807.0449,0,40,20,20,40,20,20,21892,1,0
32,20,female,British,5,ug,med,1,427,XIE19980820.0118,0,65,15,15,55,30,20,49031,2,1
32,20,female,British,5,ug,sml,2,325,XIE20000707.0164,0,25,10,15,30,20,20,19920,1,0
32,20,female,British,5,ug,sml,1,372,NYT19990429.0510,1,60,20,20,25,65,20,22313,1,0
32,20,female,British,5,ug,sml,0,433,XIE19970519.0063,0,25,10,10,30,15,15,9103,1,0
33,32,female,Portuguese,4,pg,lrg,0,419,APW19981203.0156,0,75,5,75,95,75,5,183860,1,0
33,32,female,Portuguese,4,pg,med,0,416,XIE19971106.0003,1,65,5,65,85,65,10,179039,1,0
33,32,female,Portuguese,4,pg,med,1,439,NYT19990217.0316,1,80,10,85,80,80,10,269837,1,0
33,32,female,Portuguese,4,pg,lrg,2,363,NYT19980610.0456,0,90,10,90,55,90,20,385648,1,0
33,32,female,Portuguese,4,pg,sml,1,354,APW19981202.0353,1,80,10,65,85,80,10,112275,2,1
33,32,female,Portuguese,4,pg,med,2,689,NYT19991116.0441,2,95,15,95,85,90,10,301709,2,1
33,32,female,Portuguese,4,pg,sml,2,303,XIE19971008.0082,1,85,5,70,85,85,10,91591,1,0
33,32,female,Portuguese,4,pg,lrg,1,427,APW19990131.0088,1,90,15,95,90,95,10,430391,2,1
33,32,female,Portuguese,4,pg,sml,0,325,XIE20000617.0181,0,65,5,15,95,65,5,69964,1,0
34,43,female,Malaysian,3,pg,med,0,344,XIE19990817.0327,1,55,45,50,65,65,55,13052,1,0
34,43,female,Malaysian,3,pg,med,1,341,APW19980824.0132,1,55,50,55,45,55,50,23496,1,0
34,43,female,Malaysian,3,pg,lrg,0,397,NYT20000816.0415,0,30,35,30,35,30,40,17191,1,0
34,43,female,Malaysian,3,pg,lrg,2,409,NYT20000503.0301,1,50,60,50,50,55,65,9244,1,0
34,43,female,Malaysian,3,pg,sml,2,363,XIE19961122.0017,1,55,45,65,60,50,70,9693,1,0
34,43,female,Malaysian,3,pg,med,2,374,APW19981008.0769,0,20,25,20,25,20,20,7292,1,0
34,43,female,Malaysian,3,pg,sml,0,383,XIE20000617.0181,0,30,30,25,30,15,30,5793,1,0
34,43,female,Malaysian,3,pg,lrg,1,408,NYT19990922.0079,1,50,55,50,55,45,45,10238,1,0
34,43,female,Malaysian,3,pg,sml,1,330,XIE19970108.0046,1,50,45,55,40,55,50,3776,1,0
35,24,female,British,5,ug,lrg,1,436,NYT19980603.0361,0,50,10,60,80,65,60,183809,1,0
35,24,female,British,5,ug,sml,0,409,XIE19990408.0029,2,35,10,60,55,35,30,126220,2,1
35,24,female,British,5,ug,lrg,0,354,NYT20000503.0117,0,25,10,25,100,30,10,114323,1,0
35,24,female,British,5,ug,sml,2,689,XIE19990220.0023,2,15,10,10,100,15,5,57775,1,0
35,24,female,British,5,ug,med,2,416,XIE19960108.0144,2,20,10,10,90,15,5,96550,2,1
35,24,female,British,5,ug,sml,1,433,XIE19970418.0030,0,10,10,10,95,10,10,25855,1,0
35,24,female,British,5,ug,lrg,2,374,NYT19981016.0338,2,10,10,10,95,15,10,42196,1,0
35,24,female,British,5,ug,med,0,394,NYT19990203.0373,0,10,10,10,100,10,10,62530,1,0
35,24,female,British,5,ug,med,1,651,NYT19980806.0332,2,15,10,5,90,10,10,42615,2,1
36,22,female,British,5,ug,sml,0,399,XIE19990217.0066,0,65,5,55,95,30,10,72090,1,0
36,22,female,British,5,ug,med,0,383,NYT19990610.0001,0,35,10,25,95,40,10,137253,1,0
36,22,female,British,5,ug,sml,2,362,APW19990701.0081,2,35,5,25,85,25,15,100336,2,1
36,22,female,British,5,ug,lrg,0,389,NYT19990712.0418,2,40,55,20,100,10,10,99102,1,0
36,22,female,British,5,ug,med,2,347,XIE19960305.0247,2,75,65,25,100,60,10,204595,1,0
36,22,female,British,5,ug,lrg,1,314,NYT19990312.0291,0,75,10,10,95,75,35,411678,2,1
36,22,female,British,5,ug,lrg,2,427,NYT19980617.0277,1,25,40,20,90,70,25,223327,1,0
36,22,female,British,5,ug,med,1,345,APW19990422.0304,1,25,25,15,65,5,10,86252,1,0
36,22,female,British,5,ug,sml,1,439,XIE19980920.0037,,25,25,15,65,5,10,,,
37,22,female,British,5,ug,med,1,409,XIE20000523.0066,2,5,5,100,100,20,100,36301,1,0
37,22,female,British,5,ug,sml,1,448,XIE19970614.0010,2,45,45,45,45,45,45,27243,1,0
37,22,female,British,5,ug,sml,0,408,XIE19980805.0203,0,100,100,100,25,100,100,10621,1,0
37,22,female,British,5,ug,lrg,0,625,NYT19980918.0380,2,100,65,50,35,30,20,19433,1,0
37,22,female,British,5,ug,med,0,374,APW19981002.0843,0,5,5,5,5,5,5,5496,1,0
37,22,female,British,5,ug,med,2,435,XIE19980711.0127,0,5,55,55,5,5,100,7851,1,0
37,22,female,British,5,ug,lrg,2,363,APW19990326.0266,1,65,60,55,50,55,60,15024,1,0
37,22,female,British,5,ug,sml,2,383,XIE19971110.0128,1,50,50,45,50,50,55,8415,1,0
37,22,female,British,5,ug,lrg,1,325,NYT20000328.0346,2,100,100,50,5,5,50,4881,1,0
38,24,male,Cyprus,4,ug,lrg,0,639,NYT19990120.0098,1,55,15,55,60,50,20,223342,1,0
38,24,male,Cyprus,4,ug,lrg,2,347,APW19980608.1442,0,55,15,50,55,45,15,118665,2,1
38,24,male,Cyprus,4,ug,sml,2,362,APW20000707.0006,2,30,10,30,65,35,10,70958,1,0
38,24,male,Cyprus,4,ug,lrg,1,648,NYT20000411.0475,1,45,15,40,60,25,20,119914,1,0
38,24,male,Cyprus,4,ug,sml,1,310,XIE19961121.0300,0,40,10,45,55,25,15,109538,2,1
38,24,male,Cyprus,4,ug,med,2,448,XIE20000927.0407,0,40,15,45,55,30,15,71840,2,1
38,24,male,Cyprus,4,ug,med,0,404,XIE19980429.0338,0,30,15,40,55,30,15,86340,1,0
38,24,male,Cyprus,4,ug,sml,0,427,APW19990730.0072,0,25,10,25,55,25,15,51005,2,1
38,24,male,Cyprus,4,ug,med,1,354,APW19980625.1425,2,40,15,35,55,35,15,93738,3,2
39,19,female,British,5,ug,med,0,325,NYT19991028.0137,0,15,5,10,90,15,20,138818,1,0
39,19,female,British,5,ug,lrg,0,383,NYT19981102.0357,0,15,5,10,90,20,20,262044,2,1
39,19,female,British,5,ug,lrg,1,436,NYT19990317.0453,2,15,5,10,90,15,15,233306,1,0
39,19,female,British,5,ug,lrg,2,367,NYT20000906.0053,2,15,5,10,85,15,15,1558814,2,1
39,19,female,British,5,ug,sml,0,401,XIE19961216.0007,0,10,5,10,95,15,15,58776,1,0
39,19,female,British,5,ug,med,2,372,APW19990617.0021,2,15,5,10,85,15,15,157820,1,0
39,19,female,British,5,ug,sml,1,399,XIE19990520.0142,0,15,5,10,85,15,15,55185,1,0
39,19,female,British,5,ug,sml,2,354,APW19980827.1082,1,15,5,10,85,15,15,51206,2,1
39,19,female,British,5,ug,med,1,344,APW19990328.0084,2,15,5,10,85,15,15,155382,1,0
40,27,female,UK,5,pg,sml,1,383,NYT20000117.0047,2,40,10,55,70,30,20,26406,1,0
40,27,female,UK,5,pg,sml,2,622,APW19980723.1033,2,65,15,75,55,45,60,72609,2,1
40,27,female,UK,5,pg,med,0,409,XIE19990113.0355,0,65,15,70,35,60,50,66344,1,0
40,27,female,UK,5,pg,sml,0,303,XIE19960314.0245,0,25,10,40,80,30,25,26656,2,1
40,27,female,UK,5,pg,lrg,0,394,NYT20000314.0151,0,75,10,80,40,50,70,111125,2,1
40,27,female,UK,5,pg,med,1,393,APW19980727.0784,2,65,10,75,55,70,55,69485,2,1
40,27,female,UK,5,pg,med,2,433,NYT20000626.0141,1,70,10,65,65,65,50,61422,2,1
40,27,female,UK,5,pg,lrg,2,439,NYT20000329.0336,1,65,10,75,65,55,45,68282,2,1
40,27,female,UK,5,pg,lrg,1,354,NYT19980613.0096,1,75,15,85,60,70,70,117343,2,1
41,19,male,British,5,ug,sml,2,436,XIE19990422.0185,1,90,10,95,75,65,25,49599,2,1
41,19,male,British,5,ug,med,1,330,XIE20000517.0023,1,85,15,70,85,60,30,56558,1,0
41,19,male,British,5,ug,lrg,0,336,NYT19990729.0082,0,50,10,35,90,35,20,35417,1,0
41,19,male,British,5,ug,lrg,2,433,NYT19990101.0073,1,85,10,75,60,65,60,67248,1,0
41,19,male,British,5,ug,med,0,383,XIE19991112.0116,0,40,10,35,85,30,20,21160,1,0
41,19,male,British,5,ug,sml,1,689,XIE19990402.0196,0,75,10,60,70,60,25,31720,1,0
41,19,male,British,5,ug,med,2,648,NYT19991028.0469,1,75,10,65,75,70,35,42344,1,0
41,19,male,British,5,ug,sml,0,639,XIE19980904.0159,0,65,10,55,70,60,20,31429,2,1
41,19,male,British,5,ug,lrg,1,325,NYT20000330.0289,0,80,10,75,75,65,30,73623,1,0
42,22,female,Swiss,4,ug,lrg,0,325,NYT19991207.0117,0,80,10,75,35,70,80,209219,1,0
42,22,female,Swiss,4,ug,med,1,404,XIE19990723.0007,0,35,5,35,80,25,25,116736,1,0
42,22,female,Swiss,4,ug,lrg,2,408,NYT19980924.0022,2,25,5,15,85,15,5,66994,1,0
42,22,female,Swiss,4,ug,med,2,426,NYT19991021.0292,0,25,5,25,65,20,20,72810,2,1
42,22,female,Swiss,4,ug,sml,2,374,APW19981016.0268,0,15,5,5,90,15,15,40527,2,1
42,22,female,Swiss,4,ug,med,0,378,XIE19970529.0310,1,80,5,75,25,70,75,107207,2,1
42,22,female,Swiss,4,ug,sml,1,443,XIE20000615.0016,2,40,10,25,75,10,15,33131,1,0
42,22,female,Swiss,4,ug,sml,0,363,XIE20000720.0162,0,75,10,30,75,25,25,63915,1,0
42,22,female,Swiss,4,ug,lrg,1,622,NYT19990122.0512,2,90,15,85,40,80,70,169041,2,1
43,55,female,English,5,pg,lrg,2,625,NYT19980704.0082,1,55,25,70,60,60,60,103615,1,0
43,55,female,English,5,pg,lrg,0,303,NYT19981019.0200,0,80,70,80,45,60,35,131564,1,0
43,55,female,English,5,pg,lrg,1,651,NYT19990124.0250,0,70,50,65,70,50,60,77958,1,0
43,55,female,English,5,pg,sml,1,363,APW19981211.1051,1,65,45,60,80,50,35,178869,2,1
43,55,female,English,5,pg,med,2,374,APW19991015.0024,2,50,40,45,85,35,35,51725,2,1
43,55,female,English,5,pg,med,1,330,XIE20000410.0323,2,45,45,40,80,40,35,44497,2,1
43,55,female,English,5,pg,sml,0,345,XIE19990304.0146,0,70,45,75,65,65,50,84265,3,2
43,55,female,English,5,pg,sml,2,336,XIE19970816.0131,0,60,40,50,80,55,40,56242,2,1
43,55,female,English,5,pg,med,0,341,XIE19970328.0190,0,50,40,55,70,40,35,63263,1,0
44,59,male,English,5,ug,med,2,443,APW19990815.0034,2,40,5,30,80,20,15,99541,1,0
44,59,male,English,5,ug,sml,2,404,XIE19980226.0039,2,25,20,20,85,25,25,65849,1,0
44,59,male,English,5,ug,sml,1,625,XIE19980627.0159,1,35,15,15,85,35,35,94452,2,1
44,59,male,English,5,ug,lrg,0,650,NYT19990302.0371,0,30,10,20,75,50,30,155767,1,0
44,59,male,English,5,ug,med,1,448,APW20000813.0019,2,25,15,30,80,40,20,130358,1,0
44,59,male,English,5,ug,lrg,1,354,NYT19990722.0320,0,25,15,25,80,25,15,84818,2,1
44,59,male,English,5,ug,lrg,2,436,APW19980605.1405,2,25,15,20,80,30,10,88276,1,0
44,59,male,English,5,ug,sml,0,310,APW19990324.0010,0,10,10,10,85,15,15,33024,1,0
44,59,male,English,5,ug,med,0,344,XIE20000513.0174,0,15,15,25,85,25,15,62216,1,0
45,28,male,German,4,pg,med,2,638,APW19990416.0223,2,100,5,65,45,65,50,174757,2,1
45,28,male,German,4,pg,lrg,2,416,NYT19980604.0069,2,65,85,35,70,50,25,121084,2,1
45,28,male,German,4,pg,lrg,0,330,NYT19981217.0147,0,85,75,70,35,80,70,59149,1,0
45,28,male,German,4,pg,sml,2,439,XIE20000919.0094,0,55,10,50,65,55,25,90901,2,1
45,28,male,German,4,pg,sml,1,433,XIE19970418.0030,2,40,15,50,75,45,25,44400,2,1
45,28,male,German,4,pg,sml,0,363,XIE19961008.0151,0,45,15,55,75,55,25,51239,1,0
45,28,male,German,4,pg,med,1,341,XIE19980415.0059,0,80,60,55,50,70,60,133719,3,2
45,28,male,German,4,pg,lrg,1,303,NYT19990525.0358,1,55,85,70,40,35,75,36547,1,0
45,28,male,German,4,pg,med,0,658,XIE19981201.0110,0,80,60,65,40,45,50,50191,2,1
46,34,male,Iraqi,4,pg,lrg,2,419,APW19990416.0171,0,85,20,20,100,70,5,114770,1,0
46,34,male,Iraqi,4,pg,med,2,408,APW19981026.0054,2,75,20,55,80,75,5,443500,1,0
46,34,male,Iraqi,4,pg,sml,0,322,XIE19960421.0149,0,70,20,50,75,75,5,201453,1,0
46,34,male,Iraqi,4,pg,sml,2,439,XIE19971009.0224,0,90,55,65,85,55,5,290287,1,0
46,34,male,Iraqi,4,pg,lrg,1,426,NYT19990323.0037,0,70,45,70,90,75,5,221948,2,1
46,34,male,Iraqi,4,pg,sml,1,409,XIE19980430.0028,1,75,15,15,85,35,5,208688,2,1
46,34,male,Iraqi,4,pg,med,0,367,XIE19990504.0152,0,85,35,40,60,55,15,449385,2,1
46,34,male,Iraqi,4,pg,lrg,0,689,NYT20000110.0453,1,60,25,30,70,45,10,2428780,2,1
46,34,male,Iraqi,4,pg,med,1,401,XIE19970326.0286,0,65,35,45,60,30,20,513281,2,1
47,20,female,British,5,ug,lrg,2,303,NYT19990108.0368,2,20,5,70,30,15,65,61887,1,0
47,20,female,British,5,ug,sml,0,394,NYT19990923.0067,0,10,5,55,75,10,50,51679,2,1
47,20,female,British,5,ug,lrg,1,408,NYT19980908.0085,2,35,5,45,75,20,35,54602,1,0
47,20,female,British,5,ug,med,0,648,APW20000209.0145,0,30,5,35,55,25,35,37505,1,0
47,20,female,British,5,ug,sml,2,393,XIE19960927.0264,1,60,10,30,65,45,50,111356,2,1
47,20,female,British,5,ug,med,2,363,XIE19970416.0147,1,45,5,35,75,50,35,93609,2,1
47,20,female,British,5,ug,sml,1,439,XIE19970409.0229,0,60,5,55,45,60,45,59058,2,1
47,20,female,British,5,ug,lrg,0,433,NYT20000927.0252,0,80,5,30,35,65,70,161253,1,0
47,20,female,British,5,ug,med,1,345,NYT19990422.0379,1,70,5,30,55,65,75,120618,2,1
48,38,female,british,5,ug,sml,2,638,XIE19970731.0012,2,70,10,25,65,80,85,87625,1,0
48,38,female,british,5,ug,lrg,0,336,NYT19990803.0127,0,65,5,60,95,65,60,102664,1,0
48,38,female,british,5,ug,sml,1,435,XIE19990628.0038,1,65,5,70,50,75,75,63475,1,0
48,38,female,british,5,ug,med,1,363,APW19981023.0151,0,80,5,65,55,80,80,113634,1,0
48,38,female,british,5,ug,sml,0,389,XIE19991130.0099,0,70,5,60,55,65,80,44741,1,0
48,38,female,british,5,ug,lrg,1,344,NYT19990509.0127,1,90,5,80,20,70,90,43235,1,0
48,38,female,british,5,ug,med,2,401,APW19981014.0496,0,80,5,75,25,80,85,75184,2,1
48,38,female,british,5,ug,med,0,409,APW19980826.1031,1,80,5,65,45,60,75,41787,1,0
48,38,female,british,5,ug,lrg,2,362,APW20000129.0058,1,70,5,70,60,75,90,42438,1,0
