USER,AGE,GENDER,COUNTRY,ENGLISH,EDUCATION,SIZE,TREL,TOPIC,DOC,urel,time,viewdoc,viewtopic,mental,physical,temp,perf,effort,frust
54f076c3977ce,25,male,india,4,ug,med,1,354,APW19980625.1411,1,80243,2,1,75,90,55,75,75,30
54f076c3977ce,25,male,india,4,ug,sml,2,651,NYT19980819.0113,2,103774,2,1,80,65,75,70,100,65
54f076c3977ce,25,male,india,4,ug,lrg,2,433,NYT19981020.0251,0,69447,1,0,75,80,60,55,65,60
54f076c3977ce,25,male,india,4,ug,med,0,448,APW19981231.0270,2,34454,1,0,80,75,70,100,30,15
54f076c3977ce,25,male,india,4,ug,lrg,1,408,NYT19980804.0316,2,69471,1,0,90,65,65,85,85,85
54f076c3977ce,25,male,india,4,ug,lrg,0,439,NYT20000103.0216,1,56902,1,0,50,70,40,80,75,85
54f076c3977ce,25,male,india,4,ug,sml,0,625,XIE19960201.0209,2,27340,1,0,35,25,50,100,20,20
54f076c3977ce,25,male,india,4,ug,med,1,622,NYT20000620.0354,0,71935,2,1,85,85,80,70,90,75
54f076c3977ce,25,male,india,4,ug,sml,2,436,XIE19970717.0189,2,35017,2,1,75,55,40,80,25,30
54f076c3c2371,33,male,RU,4,pg,lrg,2,689,NYT20000713.0353,2,74761,1,0,70,65,90,80,70,90
54f076c3c2371,33,male,RU,4,pg,sml,1,347,XIE20000303.0232,1,37735,1,0,75,65,60,65,55,65
54f076c3c2371,33,male,RU,4,pg,lrg,1,374,NYT19990907.0304,0,70641,1,0,60,55,60,45,55,50
54f076c3c2371,33,male,RU,4,pg,lrg,0,433,NYT19990620.0074,0,64188,1,0,45,40,60,40,50,45
54f076c3c2371,33,male,RU,4,pg,med,2,314,APW19990505.0156,1,56544,1,0,40,35,40,30,40,40
54f076c3c2371,33,male,RU,4,pg,sml,1,394,XIE19990922.0174,2,21063,1,0,55,55,55,50,55,60
54f076c3c2371,33,male,RU,4,pg,sml,0,419,APW19981027.0553,0,48776,1,0,40,45,35,65,45,55
54f076c3c2371,33,male,RU,4,pg,med,2,419,NYT20000821.0122,0,26772,1,0,55,45,45,70,65,65
54f076c3c2371,33,male,RU,4,pg,med,0,345,XIE19990421.0234,0,31025,1,0,40,35,30,25,40,45
54f076c4668de,26,female,Russian,3,pg,lrg,1,399,APW19980909.1181,1,86112,1,0,95,90,75,70,90,35
54f076c4668de,26,female,Russian,3,pg,med,2,448,XIE19991215.0053,2,39390,1,0,100,100,85,80,90,40
54f076c4668de,26,female,Russian,3,pg,med,1,330,XIE20000517.0023,1,38898,1,0,95,95,75,60,95,25
54f076c4668de,26,female,Russian,3,pg,sml,2,435,XIE20000712.0001,2,46685,1,0,100,100,85,70,90,40
54f076c4668de,26,female,Russian,3,pg,sml,0,622,XIE19960601.0091,2,29489,1,0,100,100,90,75,85,40
54f076c4668de,26,female,Russian,3,pg,sml,1,307,XIE19980702.0209,0,35507,1,0,100,100,85,70,75,25
54f076c4668de,26,female,Russian,3,pg,lrg,0,416,NYT19991123.0295,0,36907,1,0,100,100,80,80,80,30
54f076c4668de,26,female,Russian,3,pg,lrg,2,307,NYT19980604.0074,2,32713,1,0,100,100,75,70,90,30
54f076c4668de,26,female,Russian,3,pg,med,0,401,APW19981009.0226,0,37080,1,0,100,100,85,75,85,25
54f076ce840fb,28,male,Indonesia,3,ug,med,0,372,APW20000526.0151,1,65616,1,0,85,95,80,55,85,95
54f076ce840fb,28,male,Indonesia,3,ug,sml,1,353,XIE19970408.0276,2,42680,1,0,90,95,80,90,80,80
54f076ce840fb,28,male,Indonesia,3,ug,sml,2,689,XIE19990203.0314,2,66144,3,2,90,85,85,95,85,100
54f076ce840fb,28,male,Indonesia,3,ug,med,1,354,XIE19980826.0188,1,65754,1,0,100,75,85,90,100,100
54f076ce840fb,28,male,Indonesia,3,ug,med,2,393,APW19990224.0152,2,68833,1,0,100,100,90,100,100,100
54f076ce840fb,28,male,Indonesia,3,ug,lrg,2,322,NYT20000317.0252,2,90543,1,0,100,100,100,100,100,100
54f076ce840fb,28,male,Indonesia,3,ug,sml,0,303,XIE19991116.0104,0,51573,1,0,90,90,90,90,80,70
54f076ce840fb,28,male,Indonesia,3,ug,lrg,0,689,NYT19980825.0242,0,72359,1,0,100,100,60,80,95,55
54f076ce840fb,28,male,Indonesia,3,ug,lrg,1,314,NYT19990618.0314,2,77744,1,0,80,80,80,85,100,60
54f076d3ac259,42,female,Venezuelan,3,ug,med,1,650,APW19990803.0164,1,117972,1,0,90,85,80,90,90,60
54f076d3ac259,42,female,Venezuelan,3,ug,sml,0,362,XIE19990611.0229,1,31714,1,0,90,85,90,85,70,60
54f076d3ac259,42,female,Venezuelan,3,ug,sml,2,310,XIE19990525.0216,1,8533,1,0,90,80,90,85,85,80
54f076d3ac259,42,female,Venezuelan,3,ug,lrg,1,638,NYT19990205.0297,2,7410,1,0,95,90,95,90,90,70
54f076d3ac259,42,female,Venezuelan,3,ug,lrg,0,419,APW19981203.0156,1,8352,1,0,95,90,95,90,90,70
54f076d3ac259,42,female,Venezuelan,3,ug,med,1,378,APW19990726.0191,1,7272,1,0,95,90,95,90,90,70
54f076d3ac259,42,female,Venezuelan,3,ug,lrg,2,307,NYT19980604.0070,0,5830,1,0,95,90,95,90,90,70
54f076d3ac259,42,female,Venezuelan,3,ug,med,0,378,APW20000127.0112,2,9923,1,0,90,85,90,85,85,60
54f076d3ac259,42,female,Venezuelan,3,ug,sml,2,426,APW20000101.0165,0,7784,1,0,95,90,95,90,90,60
54f076d91c928,26,male,Indonesia,3,ug,sml,2,362,APW19990701.0081,1,36017,2,1,55,50,50,55,60,50
54f076d91c928,26,male,Indonesia,3,ug,lrg,0,439,NYT20000821.0008,1,14038,1,0,55,55,55,55,55,55
54f076d91c928,26,male,Indonesia,3,ug,lrg,0,625,APW19980810.0818,1,27326,1,0,60,50,50,55,60,50
54f076d91c928,26,male,Indonesia,3,ug,sml,1,419,APW19980703.0368,1,8913,1,0,55,55,45,60,60,65
54f076d91c928,26,male,Indonesia,3,ug,sml,0,322,APW20000922.0178,2,7522,1,0,55,45,60,55,70,70
54f076d91c928,26,male,Indonesia,3,ug,med,2,622,NYT19980714.0119,2,11510,1,0,65,60,55,65,65,55
54f076d91c928,26,male,Indonesia,3,ug,med,2,404,APW19981210.1042,2,5602,1,0,40,55,60,55,60,65
54f076d91c928,26,male,Indonesia,3,ug,lrg,1,443,NYT19990716.0298,2,5450,1,0,55,60,55,50,55,60
54f076d91c928,26,male,Indonesia,3,ug,med,1,409,APW19981129.0755,1,7267,1,0,65,60,60,60,60,60
54f076db9e58e,28,female,rus,4,staff,lrg,1,307,NYT19980815.0072,1,422872,2,1,80,75,70,85,70,40
54f076db9e58e,28,female,rus,4,staff,lrg,0,394,APW19980608.1397,2,111507,1,0,70,75,70,80,60,25
54f076db9e58e,28,female,rus,4,staff,lrg,2,393,NYT19990413.0315,2,63499,1,0,80,70,75,80,80,85
54f076db9e58e,28,female,rus,4,staff,sml,2,409,APW19981221.0785,1,65281,2,1,75,80,65,80,80,80
54f076db9e58e,28,female,rus,4,staff,med,0,639,NYT20000719.0293,1,126842,1,0,70,75,65,80,75,85
54f076db9e58e,28,female,rus,4,staff,sml,0,408,XIE19980805.0203,2,23128,1,0,60,60,65,90,90,95
54f076db9e58e,28,female,rus,4,staff,med,2,648,XIE19970202.0189,1,243139,1,0,65,70,70,75,75,60
54f076db9e58e,28,female,rus,4,staff,med,1,433,NYT19990514.0239,2,113496,1,0,70,70,75,60,80,80
54f076db9e58e,28,female,rus,4,staff,sml,1,353,XIE19970407.0157,2,25309,1,0,65,70,65,65,65,25
54f076eb4125f,42,male,bosnia and herzegovina,4,ug,lrg,2,443,NYT19990206.0141,0,69612,2,1,95,85,75,80,90,5
54f076eb4125f,42,male,bosnia and herzegovina,4,ug,med,1,393,APW19980727.0330,2,42311,1,0,95,85,80,75,80,10
54f076eb4125f,42,male,bosnia and herzegovina,4,ug,sml,1,347,XIE20000303.0232,1,51915,1,0,75,75,70,75,70,10
54f076eb4125f,42,male,bosnia and herzegovina,4,ug,lrg,2,404,NYT20000824.0142,2,64375,1,0,80,80,70,70,70,20
54f076eb4125f,42,male,bosnia and herzegovina,4,ug,med,2,367,APW20000403.0175,1,59916,2,1,80,80,75,70,75,10
54f076eb4125f,42,male,bosnia and herzegovina,4,ug,sml,0,363,XIE19960519.0006,0,32984,1,0,75,70,70,65,60,15
54f076eb4125f,42,male,bosnia and herzegovina,4,ug,sml,1,394,XIE19990922.0174,1,43094,1,0,85,85,80,75,75,15
54f076eb4125f,42,male,bosnia and herzegovina,4,ug,lrg,0,374,NYT20000327.0404,1,70636,1,0,75,65,75,65,55,15
54f076eb4125f,42,male,bosnia and herzegovina,4,ug,med,0,372,APW19990730.0105,0,37767,1,0,75,70,65,65,50,15
54f077073401f,46,male,greek,4,pg,med,0,427,APW19990901.0004,1,115474,1,0,50,20,65,80,65,50
54f077073401f,46,male,greek,4,pg,sml,1,363,NYT19990326.0426,1,93928,1,0,60,25,65,80,70,55
54f077073401f,46,male,greek,4,pg,sml,0,416,XIE19971108.0102,1,155625,3,2,60,35,65,80,65,55
54f077073401f,46,male,greek,4,pg,lrg,1,344,NYT19980716.0360,0,114209,2,1,55,30,65,80,65,55
54f077073401f,46,male,greek,4,pg,lrg,0,439,NYT20000103.0216,2,179176,2,1,60,35,65,75,65,45
54f077073401f,46,male,greek,4,pg,med,2,439,APW19990422.0246,2,22949,1,0,65,25,65,75,60,45
54f077073401f,46,male,greek,4,pg,lrg,2,399,NYT19980719.0153,0,190294,1,0,70,40,65,80,65,45
54f077073401f,46,male,greek,4,pg,sml,1,375,XIE19970131.0193,2,20268,1,0,60,25,65,80,65,40
54f077073401f,46,male,greek,4,pg,med,2,404,APW19990506.0250,0,122523,3,2,65,30,65,75,60,35
54f07714b5849,24,male,Polish,4,ug,med,0,658,APW19990203.0273,0,173740,3,2,20,5,5,55,20,5
54f07714b5849,24,male,Polish,4,ug,sml,1,372,NYT19990107.0411,1,340731,3,2,35,5,5,45,25,10
54f07714b5849,24,male,Polish,4,ug,sml,0,622,XIE20000920.0409,0,42123,2,1,5,5,5,65,10,5
54f07714b5849,24,male,Polish,4,ug,lrg,2,404,NYT19991001.0213,1,121754,3,2,15,5,5,45,15,10
54f07714b5849,24,male,Polish,4,ug,med,1,651,NYT19981218.0197,2,126689,3,2,15,5,5,65,25,5
54f07714b5849,24,male,Polish,4,ug,lrg,2,436,NYT20000328.0382,1,259355,2,1,20,5,5,55,20,5
54f07714b5849,24,male,Polish,4,ug,lrg,1,378,NYT19990103.0119,2,171872,2,1,20,5,5,65,10,5
54f07714b5849,24,male,Polish,4,ug,med,2,409,XIE20000727.0010,2,209942,6,5,30,5,5,55,30,5
54f07714b5849,24,male,Polish,4,ug,sml,0,383,XIE19971011.0012,0,38828,1,0,15,5,5,65,15,5
54f0773e5a4c2,39,NA,Indian,4,pg,lrg,1,426,NYT19990323.0037,1,203159,3,2,50,35,65,45,55,60
54f0773e5a4c2,39,NA,Indian,4,pg,lrg,2,389,NYT19981208.0351,2,146115,1,0,45,45,65,80,60,45
54f0773e5a4c2,39,NA,Indian,4,pg,med,2,436,XIE19981019.0138,1,71063,1,0,40,25,35,70,50,25
54f0773e5a4c2,39,NA,Indian,4,pg,sml,2,374,APW19981016.0886,2,66868,1,0,25,25,30,85,40,25
54f0773e5a4c2,39,NA,Indian,4,pg,med,0,404,APW19981122.0727,0,90558,1,0,35,15,35,60,45,40
54f0773e5a4c2,39,NA,Indian,4,pg,med,0,393,APW19990715.0117,0,70440,1,0,30,30,35,55,35,40
54f0773e5a4c2,39,NA,Indian,4,pg,sml,1,383,NYT20000117.0047,2,92937,3,2,40,25,45,55,50,55
54f0773e5a4c2,39,NA,Indian,4,pg,lrg,0,374,APW20000906.0226,0,50723,2,1,35,45,55,70,55,55
54f0773e5a4c2,39,NA,Indian,4,pg,sml,1,347,XIE20000508.0331,2,47805,1,0,20,25,40,75,35,35
54f0774052c9f,30,female,Bulgarian,NA,nodegree,med,2,427,XIE19970422.0237,1,58369,1,0,45,40,40,40,40,40
54f0774052c9f,30,female,Bulgarian,NA,nodegree,sml,1,344,APW19990331.0165,2,22404,1,0,55,60,65,65,65,40
54f0774052c9f,30,female,Bulgarian,NA,nodegree,sml,0,363,APW19980604.0808,2,19800,1,0,45,45,45,45,45,45
54f0774052c9f,30,female,Bulgarian,NA,nodegree,lrg,0,433,NYT20000506.0146,2,26024,1,0,50,50,50,50,50,35
54f0774052c9f,30,female,Bulgarian,NA,nodegree,lrg,2,439,NYT19980621.0048,1,47006,1,0,50,60,50,50,65,35
54f0774052c9f,30,female,Bulgarian,NA,nodegree,sml,2,416,XIE19970302.0127,1,22901,1,0,40,50,55,60,60,30
54f0774052c9f,30,female,Bulgarian,NA,nodegree,lrg,1,404,NYT19981204.0118,2,15603,1,0,40,35,35,40,40,25
54f0774052c9f,30,female,Bulgarian,NA,nodegree,med,0,322,NYT19990726.0002,1,129241,1,0,65,60,50,65,45,70
54f0774052c9f,30,female,Bulgarian,NA,nodegree,med,1,353,XIE19971021.0109,2,17379,1,0,45,35,45,50,45,30
54f077760c970,46,male,Indian,4,pg,sml,2,409,APW19990607.0105,1,234608,3,2,60,40,50,60,60,25
54f077760c970,46,male,Indian,4,pg,med,1,408,APW19981026.0612,2,191513,2,1,80,40,55,80,50,30
54f077760c970,46,male,Indian,4,pg,lrg,2,433,NYT19990101.0073,1,336314,3,2,85,55,75,60,75,45
54f077760c970,46,male,Indian,4,pg,med,1,367,XIE20000202.0138,0,128365,1,0,40,30,45,85,45,20
54f077760c970,46,male,Indian,4,pg,sml,2,322,APW19981127.0785,1,103670,2,1,50,30,45,75,55,25
54f077760c970,46,male,Indian,4,pg,med,1,625,APW19981217.0131,0,66712,2,1,40,45,40,65,40,30
54f077760c970,46,male,Indian,4,pg,sml,0,336,NYT19980612.0137,0,53172,1,0,40,25,35,75,65,25
54f077760c970,46,male,Indian,4,pg,lrg,0,375,NYT19990926.0140,1,38832,1,0,65,45,75,65,55,40
54f077760c970,46,male,Indian,4,pg,lrg,0,310,NYT20000103.0262,2,78865,2,1,65,50,70,60,70,40
54f0777a3caed,34,male,pakistan,4,ug,sml,1,625,XIE19980627.0159,1,192771,1,0,35,15,25,80,50,25
54f0777a3caed,34,male,pakistan,4,ug,med,0,426,XIE19960703.0215,0,228300,1,0,50,15,25,85,50,25
54f0777a3caed,34,male,pakistan,4,ug,med,0,409,XIE19981207.0024,2,217146,1,0,50,15,25,80,50,20
54f0777a3caed,34,male,pakistan,4,ug,sml,2,401,APW19980813.0395,1,138778,1,0,40,15,25,80,45,15
54f0777a3caed,34,male,pakistan,4,ug,lrg,1,650,NYT20000823.0075,0,246343,1,0,60,15,30,80,50,15
54f0777a3caed,34,male,pakistan,4,ug,lrg,2,639,NYT19981118.0067,2,136212,1,0,70,15,25,80,50,15
54f0777a3caed,34,male,pakistan,4,ug,lrg,0,648,NYT19980719.0178,1,136793,1,0,60,15,30,80,50,15
54f0777a3caed,34,male,pakistan,4,ug,sml,2,426,XIE19960107.0220,1,108414,1,0,50,15,30,80,45,10
54f0777a3caed,34,male,pakistan,4,ug,med,1,404,XIE19960106.0017,2,205592,1,0,60,15,25,80,45,10
54f07789cc4a7,40,male,Bosnia and Hercegovinia,4,ug,med,0,383,NYT19991215.0313,1,171403,1,0,50,95,50,80,90,55
54f07789cc4a7,40,male,Bosnia and Hercegovinia,4,ug,med,0,375,XIE19990721.0044,1,38661,1,0,75,100,20,80,100,55
54f07789cc4a7,40,male,Bosnia and Hercegovinia,4,ug,lrg,2,374,NYT19981016.0338,2,31766,1,0,95,95,15,85,95,55
54f07789cc4a7,40,male,Bosnia and Hercegovinia,4,ug,med,1,375,NYT19980928.0169,0,4870,1,0,95,95,15,75,90,55
54f07789cc4a7,40,male,Bosnia and Hercegovinia,4,ug,sml,2,651,NYT19990205.0142,1,6282,1,0,100,100,5,100,100,55
54f07789cc4a7,40,male,Bosnia and Hercegovinia,4,ug,sml,0,341,XIE19961219.0100,2,9481,1,0,100,100,5,80,100,55
54f07789cc4a7,40,male,Bosnia and Hercegovinia,4,ug,lrg,1,416,XIE19970305.0174,0,6057,1,0,100,100,10,80,100,30
54f07789cc4a7,40,male,Bosnia and Hercegovinia,4,ug,lrg,1,375,NYT19980714.0429,2,5633,1,0,100,100,15,85,95,60
54f07789cc4a7,40,male,Bosnia and Hercegovinia,4,ug,sml,2,336,APW19990809.0179,0,4280,1,0,100,95,15,85,95,50
54f0778b11084,23,male,Bosnian,3,ug,lrg,0,375,NYT19991115.0036,1,64967,2,1,75,60,85,80,75,35
54f0778b11084,23,male,Bosnian,3,ug,med,1,397,APW19990326.0121,2,44308,1,0,75,55,65,90,65,15
54f0778b11084,23,male,Bosnian,3,ug,lrg,1,436,APW19990316.0014,2,12651,1,0,85,85,75,90,80,35
54f0778b11084,23,male,Bosnian,3,ug,med,0,389,APW19990219.0187,1,28300,1,0,80,70,80,80,85,65
54f0778b11084,23,male,Bosnian,3,ug,med,2,363,APW19990129.0016,2,8042,1,0,95,75,90,95,75,45
54f0778b11084,23,male,Bosnian,3,ug,sml,2,689,XIE19970815.0182,2,11348,1,0,80,75,80,90,80,25
54f0778b11084,23,male,Bosnian,3,ug,sml,1,341,XIE19960831.0069,0,25499,1,0,95,30,75,90,60,70
54f0778b11084,23,male,Bosnian,3,ug,sml,2,426,XIE19980623.0317,2,12444,1,0,75,30,65,80,50,35
54f0778b11084,23,male,Bosnian,3,ug,lrg,0,310,APW19990716.0006,1,26625,1,0,80,35,90,85,80,25
54f0778d154b4,45,male,italian,4,pg,med,0,651,XIE20000107.0110,0,71315,2,1,25,15,25,75,15,15
54f0778d154b4,45,male,italian,4,pg,sml,1,330,APW19980929.0637,2,72720,2,1,25,20,20,70,15,10
54f0778d154b4,45,male,italian,4,pg,sml,1,378,XIE19970317.0042,2,47982,2,1,20,15,20,75,15,10
54f0778d154b4,45,male,italian,4,pg,med,2,341,APW19990811.0369,2,48327,1,0,15,10,15,80,15,10
54f0778d154b4,45,male,italian,4,pg,lrg,0,322,NYT19990104.0059,0,108823,2,1,25,15,35,80,10,10
54f0778d154b4,45,male,italian,4,pg,med,2,354,APW19980909.0572,1,77225,2,1,30,15,45,70,25,15
54f0778d154b4,45,male,italian,4,pg,lrg,1,389,APW19990525.0156,0,126705,3,2,45,15,45,25,30,15
54f0778d154b4,45,male,italian,4,pg,lrg,0,347,NYT19980604.0325,0,61314,1,0,20,10,20,25,15,10
54f0778d154b4,45,male,italian,4,pg,sml,2,383,APW19981207.1619,2,56055,2,1,30,10,25,80,20,10
54f077b0261a3,21,male,brazilian,3,ug,lrg,0,439,NYT19990525.0188,1,130663,1,0,65,40,55,55,55,45
54f077b0261a3,21,male,brazilian,3,ug,sml,0,310,XIE19970125.0082,1,124043,1,0,50,50,55,60,60,50
54f077b0261a3,21,male,brazilian,3,ug,med,0,345,APW19990818.0228,2,151217,1,0,70,50,55,70,55,45
54f077b0261a3,21,male,brazilian,3,ug,med,1,344,APW19990715.0081,0,151097,1,0,80,35,55,60,70,45
54f077b0261a3,21,male,brazilian,3,ug,lrg,1,310,NYT19991025.0333,2,86923,1,0,75,50,55,90,60,15
54f077b0261a3,21,male,brazilian,3,ug,sml,2,625,APW19990119.0226,2,82192,1,0,45,25,65,90,40,35
54f077b0261a3,21,male,brazilian,3,ug,lrg,2,439,NYT20000329.0336,1,143697,1,0,75,50,50,65,40,35
54f077b0261a3,21,male,brazilian,3,ug,sml,2,404,XIE19971107.0079,2,148549,1,0,55,25,70,80,30,25
54f077b0261a3,21,male,brazilian,3,ug,med,1,330,APW19980706.0547,1,45485,1,0,50,45,60,60,35,45
54f077e12e04e,32,male,venezuelan,4,pg,lrg,1,689,NYT20000323.0277,0,108482,1,0,35,25,25,100,30,30
54f077e12e04e,32,male,venezuelan,4,pg,med,2,393,APW20000711.0018,1,85784,1,0,35,25,25,100,25,20
54f077e12e04e,32,male,venezuelan,4,pg,med,0,389,NYT19990203.0373,0,135251,1,0,35,25,25,100,25,25
54f077e12e04e,32,male,venezuelan,4,pg,med,1,307,APW19981004.0451,1,132660,1,0,50,30,50,100,50,25
54f077e12e04e,32,male,venezuelan,4,pg,sml,2,303,XIE19990416.0045,2,72072,1,0,30,20,30,100,30,15
54f077e12e04e,32,male,venezuelan,4,pg,sml,0,367,NYT19981215.0151,0,69736,1,0,20,10,15,100,15,10
54f077e12e04e,32,male,venezuelan,4,pg,sml,0,638,APW19981110.0568,0,107014,1,0,30,20,25,100,25,10
54f077e12e04e,32,male,venezuelan,4,pg,lrg,2,322,NYT19980708.0338,2,66020,1,0,35,25,30,100,25,20
54f077e12e04e,32,male,venezuelan,4,pg,lrg,1,393,NYT19990217.0453,2,70985,1,0,40,25,40,100,35,20
54f077f9671a5,30,male,Bosnian,3,ug,sml,2,419,XIE19971008.0296,2,92587,2,1,75,80,70,90,60,30
54f077f9671a5,30,male,Bosnian,3,ug,sml,1,658,XIE19970412.0147,1,70953,2,1,70,75,65,65,55,20
54f077f9671a5,30,male,Bosnian,3,ug,med,2,322,APW20000411.0080,2,18912,1,0,90,85,80,75,70,35
54f077f9671a5,30,male,Bosnian,3,ug,med,0,375,NYT19990617.0155,1,35773,2,1,70,60,60,60,60,20
54f077f9671a5,30,male,Bosnian,3,ug,med,0,378,APW20000127.0112,2,62517,2,1,85,75,80,75,60,30
54f077f9671a5,30,male,Bosnian,3,ug,lrg,0,363,NYT19991022.0036,0,150776,3,2,55,55,55,55,55,40
54f077f9671a5,30,male,Bosnian,3,ug,sml,2,427,XIE19960130.0230,2,25172,1,0,65,65,70,65,65,25
54f077f9671a5,30,male,Bosnian,3,ug,lrg,1,443,NYT20000511.0027,0,73764,5,4,80,85,80,75,85,55
54f077f9671a5,30,male,Bosnian,3,ug,lrg,1,408,NYT19980827.0467,2,60175,2,1,80,90,85,80,85,35
54f0780e2467b,31,male,Indian,4,pg,med,2,651,NYT19990223.0115,2,75967,1,0,50,20,80,55,35,20
54f0780e2467b,31,male,Indian,4,pg,sml,1,638,APW19991020.0211,2,77648,1,0,70,35,50,50,80,40
54f0780e2467b,31,male,Indian,4,pg,med,1,353,XIE19981130.0166,2,69477,1,0,70,25,50,90,75,50
54f0780e2467b,31,male,Indian,4,pg,med,0,322,NYT19990707.0052,0,83075,1,0,100,45,85,80,100,70
54f0780e2467b,31,male,Indian,4,pg,lrg,2,433,NYT19981110.0177,0,198191,2,1,100,55,75,60,90,85
54f0780e2467b,31,male,Indian,4,pg,lrg,0,322,NYT19990428.0338,2,144337,2,1,65,45,70,90,75,65
54f0780e2467b,31,male,Indian,4,pg,sml,2,448,XIE20000114.0108,2,22488,1,0,50,35,45,100,100,15
54f0780e2467b,31,male,Indian,4,pg,lrg,1,363,APW19980605.1780,1,124151,1,0,60,40,60,90,100,85
54f0780e2467b,31,male,Indian,4,pg,sml,0,344,XIE19960326.0108,0,81531,2,1,35,40,35,100,65,45
54f07857bb254,25,male,indonesia,4,ug,med,0,408,NYT19980827.0328,1,6744,1,0,55,60,45,40,60,60
54f07857bb254,25,male,indonesia,4,ug,med,1,389,NYT19981231.0355,2,7950,1,0,50,50,60,60,60,65
54f07857bb254,25,male,indonesia,4,ug,sml,1,367,XIE19960127.0158,1,11412,1,0,55,55,50,60,65,60
54f07857bb254,25,male,indonesia,4,ug,lrg,0,426,NYT20000520.0140,2,5523,1,0,45,55,55,70,60,65
54f07857bb254,25,male,indonesia,4,ug,lrg,1,427,NYT19980721.0150,1,6463,1,0,60,45,60,60,60,60
54f07857bb254,25,male,indonesia,4,ug,sml,2,330,XIE19980701.0044,1,11301,1,0,55,65,55,60,65,60
54f07857bb254,25,male,indonesia,4,ug,lrg,2,374,APW19990930.0048,1,8227,1,0,55,45,55,60,60,60
54f07857bb254,25,male,indonesia,4,ug,med,0,439,XIE19980611.0086,1,21406,1,0,55,55,60,55,50,60
54f07857bb254,25,male,indonesia,4,ug,sml,2,404,XIE19971107.0079,1,12824,1,0,45,50,55,55,60,60
54f07d9769eae,29,female,Bulgarian,4,pg,med,1,435,XIE19980902.0144,2,-8,1,0,80,10,65,75,75,15
54f07d9769eae,29,female,Bulgarian,4,pg,lrg,2,651,APW19990915.0037,2,35540,2,1,90,25,85,85,75,10
54f07d9769eae,29,female,Bulgarian,4,pg,lrg,0,378,NYT19991127.0008,1,43768,1,0,80,10,80,80,80,15
54f07d9769eae,29,female,Bulgarian,4,pg,sml,0,393,APW19990129.0004,2,25402,1,0,90,25,85,75,65,15
54f07d9769eae,29,female,Bulgarian,4,pg,med,1,448,XIE19960618.0091,2,19599,1,0,85,40,70,65,65,5
54f07d9769eae,29,female,Bulgarian,4,pg,sml,2,401,XIE19971111.0260,1,36083,1,0,75,60,65,65,60,10
54f07d9769eae,29,female,Bulgarian,4,pg,med,2,303,XIE19971022.0099,0,30110,2,1,65,65,60,55,55,30
54f07d9769eae,29,female,Bulgarian,4,pg,lrg,0,354,NYT20000503.0117,0,35067,1,0,65,55,35,80,45,35
54f07d9769eae,29,female,Bulgarian,4,pg,sml,1,622,XIE19960714.0114,0,38563,2,1,65,45,75,25,65,65
54f07d9d19674,29,female,Bulgarian,4,pg,lrg,0,448,NYT20000906.0060,0,233236,2,1,75,10,75,75,75,60
54f07d9d19674,29,female,Bulgarian,4,pg,sml,2,622,APW19981014.0653,2,52839,1,0,65,10,70,80,60,65
54f07d9d19674,29,female,Bulgarian,4,pg,sml,1,372,NYT19990429.0510,2,139970,2,1,75,10,75,75,75,65
54f07d9d19674,29,female,Bulgarian,4,pg,med,1,393,APW19980727.0784,2,83365,2,1,75,10,75,75,75,70
54f07d9d19674,29,female,Bulgarian,4,pg,sml,2,622,APW19991006.0002,2,30480,1,0,70,10,65,65,70,65
54f07d9d19674,29,female,Bulgarian,4,pg,med,1,397,XIE19981119.0217,2,50475,1,0,75,10,75,70,75,70
54f07d9d19674,29,female,Bulgarian,4,pg,med,2,443,XIE19991215.0310,1,75800,2,1,75,10,75,60,75,70
54f07d9d19674,29,female,Bulgarian,4,pg,lrg,0,650,NYT20000720.0403,0,79878,1,0,80,10,80,70,80,75
54f07d9d19674,29,female,Bulgarian,4,pg,lrg,0,353,NYT19990322.0185,0,59763,1,0,80,10,80,60,80,80
54f07dcd0c507,25,female,Bosnian,4,pg,med,0,650,APW20000320.0064,0,114464,2,1,65,65,65,80,80,30
54f07dcd0c507,25,female,Bosnian,4,pg,sml,0,638,XIE19981027.0133,1,88034,1,0,65,65,65,75,75,30
54f07dcd0c507,25,female,Bosnian,4,pg,sml,2,658,APW19990208.0087,1,25413,1,0,65,65,65,75,75,30
54f07dcd0c507,25,female,Bosnian,4,pg,lrg,2,362,NYT20000111.0385,2,60750,2,1,70,65,65,80,80,25
54f07dcd0c507,25,female,Bosnian,4,pg,med,1,303,NYT19991026.0074,1,59433,1,0,70,70,65,75,80,30
54f07dcd0c507,25,female,Bosnian,4,pg,lrg,1,426,NYT19990323.0037,2,23683,1,0,80,70,70,80,70,25
54f07dcd0c507,25,female,Bosnian,4,pg,lrg,2,314,APW20000305.0068,1,41971,2,1,75,70,70,75,75,25
54f07dcd0c507,25,female,Bosnian,4,pg,sml,1,347,NYT20000210.0282,1,38682,1,0,90,90,90,70,85,35
54f07dcd0c507,25,female,Bosnian,4,pg,med,0,362,APW19981007.1429,2,10499,1,0,75,70,75,75,80,30
54f07dd4a3b52,29,male,British,5,ug,sml,1,439,XIE19960731.0224,2,50150,1,0,55,25,30,90,65,20
54f07dd4a3b52,29,male,British,5,ug,lrg,0,367,NYT20000607.0426,0,24482,1,0,20,15,40,95,40,15
