EXPERIMENT,ID,TOPIC,TRECREL,TRECBIN,DOCID,SCALEORDER,CATEGORIES,knowledge,userrel,userelbin,agree?,Agree range,contjud,rangemin,rangemax,rangemid,judgmidpoint,rangesize,time,viewdoc,viewtopic,logtime,mm_count,mm_distance,x_extent,y_extent,window_width,window_height,document_width,document_height,needs_scroll_horiz,needs_scroll_vert,max_horiz_scroll,max_vert_scroll,document_missed,scroll_count,resize_count,x_mean_pos,y_mean_pos,x_median_pos,y_median_pos,x_sd_pos,y_sd_pos,cont_changes,range_changes,cat_changes,instruction_read_time,practice_read_time,topic_read_time
LAB,557964d4dfcb9,362,0,0,NYT19991105.0106,123,2,7,0,0,1,#NAME?,14,24,81,52.5,1,57,8967,0,0,8966,450,3733.579918,1382,1388,1663,925,1663,2286,no,yes,NA,1,0,14,0,1081.571111,1237.573333,1378.5,1457,500.3630847,480.6893901,1,2,1,406008,2528,3448
LAB,557964d4dfcb9,362,2,2,NYT20000717.0216,312,2,7,1,1,0,,21,13,86,49.5,1,73,4179,0,0,4178,264,807.7420434,229,205,1663,925,1663,2395,no,yes,None,None,0.613778706,0,0,1402.825758,125.7992424,1405,136.5,58.06316165,68.12313722,1,2,1,406008,2528,3448
LAB,557964d4dfcb9,362,2,2,NYT20000111.0385,231,2,7,1,1,0,,19,57,82,69.5,1,25,5612,0,0,5611,294,924.1851785,223,217,1663,925,1663,1987,no,yes,None,None,0.534474082,0,0,1430.05102,116.122449,1434.5,96,51.52573944,51.5226711,1,5,1,406008,2528,3448
LAB,557964d4dfcb9,362,2,2,NYT19990922.0390,321,2,7,1,1,0,,80,8,87,47.5,1,79,3749,0,0,3749,215,806.858715,253,206,1663,925,1663,1042,no,yes,None,None,0.112284069,0,0,1428.404651,122.5534884,1463,134,86.78552884,71.99523397,1,2,1,406008,2528,3448
LAB,557964d4dfcb9,362,0,0,XIE19980809.0129,231,2,7,1,1,0,,3,17,84,50.5,1,67,4622,0,0,4621,284,1046.463712,237,200,1663,925,1663,1077,no,yes,None,None,0.141132776,0,0,1420.302817,121.9049296,1401.5,100,63.18585401,53.4754801,1,3,1,406008,2528,3448
LAB,557964d4dfcb9,362,0,0,NYT19981209.0167,213,2,7,0,0,1,,34,10,83,46.5,1,73,4237,0,0,4236,212,913.3733357,260,225,1663,925,1663,2397,no,yes,None,None,0.61410096,0,0,1394.816038,126.4575472,1392.5,138,68.16219246,65.98860371,1,2,1,406008,2528,3448
LAB,557964d4dfcb9,362,0,0,XIE20000222.0131,321,2,7,0,0,1,,67,11,94,52.5,1,83,3373,0,0,3372,209,765.5462635,270,201,1680,925,1680,925,no,no,None,None,0,0,0,1433.813397,113.8325359,1404,102,85.53732098,65.05349643,1,2,1,406008,2528,3448
LAB,557964d4dfcb9,362,1,1,APW19981021.1018,132,2,7,1,1,1,,73,8,85,46.5,1,77,4728,0,0,4726,247,937.8115459,235,198,1680,925,1680,925,no,no,None,None,0,0,0,1441.319838,117.8259109,1435,103,69.36763534,54.83647213,1,2,1,406008,2528,3448
LAB,557964d4dfcb9,362,2,2,APW20000707.0006,132,2,7,1,1,0,,11,15,88,51.5,1,73,3646,0,0,3644,226,762.5792966,237,204,1680,925,1680,925,no,no,None,None,0,0,0,1432.933628,123.1371681,1414,110.5,76.04115858,64.91556046,1,2,1,406008,2528,3448
LAB,557964d4dfcb9,362,1,1,XIE19991115.0217,213,2,7,0,0,0,,38,6,89,47.5,1,83,3886,0,0,3885,259,937.7875488,240,210,1680,925,1680,925,no,no,None,None,0,0,0,1415.266409,131.6756757,1397,147,65.72819937,57.00736919,1,2,1,406008,2528,3448
LAB,557964d4dfcb9,362,1,1,NYT19980710.0406,312,2,7,1,1,1,,21,15,87,51,1,72,3974,0,0,3973,256,868.6352861,261,231,1663,925,1663,1875,no,yes,None,None,0.506666667,0,0,1431.414063,102.0703125,1424.5,76,78.53202443,74.63008736,1,2,1,406008,2528,3448
LAB,557964d4dfcb9,362,1,1,APW20000825.0165,123,2,7,0,0,0,,13,14,89,51.5,1,75,3234,0,0,3233,214,806.7899485,250,208,1663,925,1663,1004,no,yes,None,None,0.078685259,0,0,1386.850467,132.3084112,1385,148,54.87660999,63.23611187,1,2,1,406008,2528,3448
LAB,557a89100e858,362,2,2,NYT20000111.0385,312,2,4,1,1,0,,98,74,100,87,1,26,81979,0,0,81970,2440,10026.00713,1460,1516,1663,925,1663,1987,no,yes,NA,1,0,11,0,514.020082,468.6864754,320,424,455.9476136,289.1716401,1,2,1,2591502,12006,21243
LAB,557a89100e858,362,0,0,XIE19980809.0129,321,2,4,0,0,1,,5,5,30,17.5,0,25,63623,0,0,63615,3890,11392.11842,1242,990,1663,925,1663,1077,no,yes,0,0.994113778,0.005886222,4,1,428.3059126,477.2321337,344,456,282.2227026,216.4219683,1,2,1,2591502,12006,21243
LAB,557a89100e858,362,0,0,NYT19991105.0106,231,2,4,0,0,1,,1,1,17,9,0,16,60428,0,0,60420,2054,7090.209114,1328,1512,1511,840,1512,2380,yes,yes,0,0.649350635,0.350649365,11,0,511.6903603,673.0988315,337,452,393.3217643,397.0273743,1,2,1,2591502,12006,21243
LAB,557a89100e858,362,1,1,APW20000825.0165,312,2,4,1,1,1,,92,74,100,87,1,26,91013,0,0,91007,5991,17905.22708,1301,705,1511,840,1512,1043,yes,yes,0,0.994178214,0.005821786,3,0,415.2410282,448.5192789,359,420,264.2489556,193.3635514,1,2,1,2591502,12006,21243
LAB,557a89100e858,362,1,1,APW19981021.1018,231,2,4,1,1,1,,94,86,100,93,1,14,50103,0,0,50094,3077,10883.93014,1317,357,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,529.5472863,246.399415,443,258,340.0785385,82.06472857,1,3,1,2591502,12006,21243
LAB,557a89100e858,362,2,2,APW20000707.0006,123,2,4,1,1,0,,100,85,100,92.5,1,15,60927,0,0,60922,3440,11485.1859,1383,493,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,477.6232558,278.2156977,392,290,323.8089795,117.6813233,1,2,1,2591502,12006,21243
LAB,557a89100e858,362,0,0,NYT19981209.0167,321,2,4,0,0,1,,27,26,44,35,1,18,179594,0,0,179562,10106,29446.38663,1299,2211,1511,840,1512,2503,yes,yes,0,0.999289324,0.000710676,19,0,421.8368296,1132.831288,351,987,279.9914397,539.7703822,1,6,1,2591502,12006,21243
LAB,557a89100e858,362,2,2,NYT19990922.0390,213,2,4,1,1,0,,100,89,100,94.5,1,11,44740,0,0,44727,3486,15626.32425,1384,870,1511,840,1512,1084,yes,yes,0,0.994783883,0.005216117,3,0,477.9736087,435.1812966,362,464,356.6189763,159.8788704,1,3,1,2591502,12006,21243
LAB,557a89100e858,362,2,2,NYT20000717.0216,123,2,4,1,1,0,,88,76,97,86.5,1,21,95854,0,0,95835,5513,18364.15753,1332,2100,1511,840,1512,2500,yes,yes,0,0.998904688,0.001095312,19,0,468.8376564,959.4088518,370,604,331.3983347,640.0316762,1,3,1,2591502,12006,21243
LAB,557a89100e858,362,1,1,XIE19991115.0217,132,2,4,1,1,1,,83,72,90,81,1,18,37035,0,0,37027,2179,7722.253228,1266,456,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,569.0394676,291.2634236,394,314,404.9727312,128.5364226,1,3,1,2591502,12006,21243
LAB,557a89100e858,362,0,0,XIE20000222.0131,132,2,4,0,0,1,,1,1,11,6,0,10,44900,0,0,44892,2270,7512.212226,1193,360,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,578.3832599,226.7612335,440,232,357.5492376,77.96444192,1,3,1,2591502,12006,21243
LAB,557a89100e858,362,1,1,NYT19980710.0406,213,2,4,0,0,0,,24,14,26,20,0,12,50273,0,0,50270,1791,5579.465024,1140,1347,1511,840,1512,1958,yes,yes,0,0.894454363,0.105545637,11,0,531.093244,724.6091569,302,633,403.4680617,388.1999272,1,2,1,2591502,12006,21243
LAB,557ab2d33fdbe,362,0,0,XIE19980809.0129,132,2,5,1,1,0,,20,1,53,27,0,52,152424,0,0,152420,847,3906.393778,1453,663,1511,840,1512,1118,yes,yes,0,0.994113778,0.005886222,6,0,811.0767414,519.8488784,1158,426,538.1411751,212.876363,1,2,1,13904,7427,37766
LAB,557ab2d33fdbe,362,1,1,APW19981021.1018,123,2,5,1,1,1,,85,62,100,81,1,38,43762,0,0,43760,551,2347.687889,938,247,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1143.994555,155.8947368,1297,152,302.5915488,68.65232426,1,2,1,13904,7427,37766
LAB,557ab2d33fdbe,362,1,1,XIE19991115.0217,321,2,5,1,1,1,,83,65,100,82.5,1,35,69254,0,0,69251,650,2792.630235,927,231,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1236.989231,115.0415385,1337,109,241.1973948,67.69866477,1,2,1,13904,7427,37766
LAB,557ab2d33fdbe,362,0,0,NYT19981209.0167,132,2,5,1,1,0,,78,50,99,74.5,1,49,220036,0,0,220033,769,4944.250229,900,1999,1511,840,1512,2503,yes,yes,0,0.999289324,0.000710676,19,0,1041.375813,1518.674902,1187,1747,323.9236149,583.9146858,1,2,1,13904,7427,37766
LAB,557ab2d33fdbe,362,2,2,APW20000707.0006,312,2,5,1,1,0,,88,70,100,85,1,30,100995,0,0,100994,405,1384.00435,393,216,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1310.412346,106.5012346,1343,99,108.5625947,78.87986305,1,2,1,13904,7427,37766
LAB,557ab2d33fdbe,362,2,2,NYT20000717.0216,123,2,5,1,1,0,,97,73,100,86.5,1,27,207566,0,0,207563,933,6894.447899,1208,2042,1511,840,1512,2500,yes,yes,0,0.930996694,0.069003306,19,0,907.4501608,1331.548767,790,1604,393.8325483,503.0239939,1,2,1,13904,7427,37766
LAB,557ab2d33fdbe,362,1,1,NYT19980710.0406,312,2,5,1,1,1,,81,60,100,80,1,40,218357,0,0,218354,658,4371.042395,1196,1529,1511,840,1512,1958,yes,yes,0,0.998536326,0.001463674,13,0,906.8176292,1015.81307,1149,1163.5,452.9247926,460.7605717,1,2,1,13904,7427,37766
LAB,557ab2d33fdbe,362,2,2,NYT19990922.0390,231,2,5,1,1,0,,79,61,100,80.5,1,39,120348,0,0,120346,450,2452.945648,708,416,1511,840,1512,1084,yes,yes,0,0.994783883,0.005216117,5,0,1196.055556,365.2711111,1308,335,224.7224946,99.72231964,1,2,1,13904,7427,37766
LAB,557ab2d33fdbe,362,1,1,APW20000825.0165,213,2,5,1,1,1,,64,41,100,70.5,1,59,104784,0,0,104783,746,2715.504111,735,361,1511,840,1512,1043,yes,yes,0,0.994178214,0.005821786,3,0,1188.458445,328.463807,1315,334,242.916367,82.05085608,3,2,1,13904,7427,37766
LAB,557ab2d33fdbe,362,2,2,NYT20000111.0385,321,2,5,1,1,0,,93,82,100,91,1,18,192821,0,0,192818,649,4535.16093,842,1518,1511,840,1512,2079,yes,yes,0,0.998605892,0.001394108,16,0,1029.608629,1182.633282,1110,1279,319.4823712,359.6831097,1,2,1,13904,7427,37766
LAB,557ab2d33fdbe,362,0,0,NYT19991105.0106,213,2,5,0,0,1,,15,1,35,18,0,34,162238,0,0,162236,865,5114.62037,978,1939,1511,840,1512,2380,yes,yes,0,0.99940966,0.00059034,19,0,904.1942197,1393.152601,961,1620,361.3794901,463.9625272,1,2,1,13904,7427,37766
LAB,557ab2d33fdbe,362,0,0,XIE20000222.0131,231,2,5,0,0,1,,18,1,35,18,0,34,47333,0,0,47332,522,1947.481744,675,311,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1198.676245,131.394636,1258,98,176.5821504,86.28165173,1,2,1,13904,7427,37766
LAB,557ea17a3b4e3,362,2,2,NYT20000111.0385,132,2,3,1,1,0,,90,78,98,88,1,20,120416,0,0,120411,945,5939.428712,1196,1529,1511,840,1512,2079,yes,yes,0,0.998605892,0.001394108,14,0,1032.732275,1023.293122,1160,1308,314.6951028,449.0045791,1,3,1,3416,30004,39029
LAB,557ea17a3b4e3,362,1,1,APW20000825.0165,213,2,3,1,1,1,,84,71,100,85.5,1,29,87021,0,0,87018,1038,4104.475215,848,599,1511,840,1512,1043,yes,yes,0,0.994178214,0.005821786,8,0,1040.552023,242.4710983,1159.5,194,307.3180008,178.4549316,1,2,1,3416,30004,39029
LAB,557ea17a3b4e3,362,0,0,NYT19981209.0167,321,2,3,0,0,1,,21,19,48,33.5,0,29,140667,1,1,140661,1905,10300.34724,1320,1981,1511,840,1512,2503,yes,yes,0,0.999289324,0.000710676,36,0,799.8782152,396.2099738,686,250,384.0935784,355.1519248,1,4,1,3416,30004,39029
LAB,557ea17a3b4e3,362,0,0,NYT19991105.0106,321,2,3,0,0,1,,21,12,32,22,0,20,66277,1,1,66270,1798,10300.4416,1358,2345,1511,840,1512,2380,yes,yes,0,0.99940966,0.00059034,24,0,741.8464961,1118.259733,659,1142.5,438.5955526,747.6925267,2,4,1,3416,30004,39029
LAB,557ea17a3b4e3,362,2,2,APW20000707.0006,231,2,3,1,1,0,,92,81,100,90.5,1,19,55529,0,0,55526,795,2776.453203,1149,256,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,981.2050314,125.0125786,1284,138,466.2329792,56.22413622,1,2,1,3416,30004,39029
LAB,557ea17a3b4e3,362,1,1,APW19981021.1018,123,2,3,1,1,1,,100,86,100,93,1,14,55742,0,0,55740,834,3682.268886,1030,227,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1217.747002,135.9388489,1344,133,284.5401961,57.3504829,2,2,1,3416,30004,39029
LAB,557ea17a3b4e3,362,2,2,NYT19990922.0390,312,2,3,1,1,0,,88,65,98,81.5,1,33,98756,0,0,98751,1274,8484.162272,1122,594,1511,840,1512,1084,yes,yes,0,0.994783883,0.005216117,7,0,976.1758242,317.0408163,1008.5,355,337.1038668,167.3638873,2,2,1,3416,30004,39029
LAB,557ea17a3b4e3,362,2,2,NYT20000717.0216,123,2,3,1,1,0,,35,11,48,29.5,0,37,302273,1,1,302263,2730,22693.71736,1329,2067,1511,840,1512,2500,yes,yes,0,0.998904688,0.001095312,115,0,784.0432234,615.9967033,778,362,342.5347516,554.2964162,1,2,1,3416,30004,39029
LAB,557ea17a3b4e3,362,0,0,XIE20000222.0131,312,2,3,0,0,1,,11,2,19,10.5,0,17,27997,0,0,27996,998,3784.149402,920,207,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1014.53507,128.8066132,1161,142,276.7859274,60.19391663,1,3,1,3416,30004,39029
LAB,557ea17a3b4e3,362,1,1,XIE19991115.0217,231,2,3,1,1,1,,86,64,88,76,1,24,100246,1,1,100243,1614,5347.097375,1299,309,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,820.2589839,171.3345725,779.5,186,408.1537186,86.64993718,1,2,1,3416,30004,39029
LAB,557ea17a3b4e3,362,0,0,XIE19980809.0129,132,2,3,0,0,1,,17,1,24,12.5,0,23,69363,0,0,69357,1670,8383.970661,1083,628,1511,840,1512,1118,yes,yes,0,0.994113778,0.005886222,17,0,855.8281437,217.302994,691,185,287.3918018,140.849419,1,3,1,3416,30004,39029
LAB,557ea17a3b4e3,362,1,1,NYT19980710.0406,213,2,3,1,1,1,,79,56,93,74.5,1,37,126259,0,0,126253,1726,10744.57003,1053,1660,1511,840,1512,1958,yes,yes,0,0.998536326,0.001463674,49,0,881.7960603,621.5417149,771,305,296.3587077,551.0696963,1,2,1,3416,30004,39029
LAB,557edd41663f4,362,0,0,NYT19981209.0167,231,2,1,0,0,1,,11,1,35,18,0,34,49229,0,0,49224,1127,7003.898003,1493,2256,1511,840,1512,2503,yes,yes,0,0.999289324,0.000710676,37,0,527.3141083,1045.815439,266,930,471.0695069,670.7298387,1,2,1,5007,2590,9774
LAB,557edd41663f4,362,1,1,XIE19991115.0217,321,2,1,1,1,1,,75,54,95,74.5,1,41,31114,0,0,31109,1240,5600.243851,1509,486,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,724.3290323,248.958871,595,256,450.0614179,128.5451243,1,2,1,5007,2590,9774
LAB,557edd41663f4,362,0,0,XIE20000222.0131,132,2,1,0,0,1,,18,11,34,22.5,0,23,25045,1,1,25040,1120,4923.24136,1260,467,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,705.5669643,207.8991071,470,207,433.8722081,110.1774894,1,2,1,5007,2590,9774
LAB,557edd41663f4,362,2,2,APW20000707.0006,213,2,1,1,1,0,,76,58,85,71.5,1,27,37443,0,0,37439,1061,4078.944933,1225,466,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,898.7653157,268.6833176,1050,267,374.9056769,135.7349929,1,2,1,5007,2590,9774
LAB,557edd41663f4,362,1,1,NYT19980710.0406,231,2,1,1,1,1,,70,44,85,64.5,1,41,60230,0,0,60222,948,5200.119094,1201,1351,1511,840,1512,1958,yes,yes,0,0.998536326,0.001463674,13,0,864.7130802,862.7436709,851.5,1143,413.5355811,464.6418597,1,2,1,5007,2590,9774
LAB,557edd41663f4,362,0,0,XIE19980809.0129,123,2,1,0,0,1,,12,1,34,17.5,0,33,30891,0,0,30886,1445,7364.555925,1354,1062,1511,840,1512,1118,yes,yes,0,0.994113778,0.005886222,4,0,584.6477509,484.3211073,449,427,432.3621117,267.4788508,2,2,1,5007,2590,9774
LAB,557edd41663f4,362,1,1,APW20000825.0165,123,2,1,1,1,1,,71,31,73,52,1,42,67746,1,1,67743,2038,9530.140235,1365,918,1511,840,1512,1043,yes,yes,0,0.994178214,0.005821786,6,0,526.8493621,385.21737,303,264,456.3458932,294.4851749,1,2,1,5007,2590,9774
LAB,557edd41663f4,362,1,1,APW19981021.1018,321,2,1,1,1,1,,66,42,78,60,1,36,24828,0,0,24824,956,4289.749516,1346,443,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,984.708159,212.5073222,1143,240,454.367291,121.837429,1,2,1,5007,2590,9774
LAB,557edd41663f4,362,2,2,NYT20000111.0385,213,2,1,1,1,0,,80,47,94,70.5,1,47,97824,0,0,97821,1973,10244.33256,1475,1866,1511,840,1512,2079,yes,yes,0,0.998605892,0.001394108,14,0,494.8813989,883.9386721,304,789,431.5017588,506.9531294,2,2,1,5007,2590,9774
LAB,557edd41663f4,362,0,0,NYT19991105.0106,312,2,1,0,0,1,,8,9,41,25,0,32,42252,0,0,42247,1189,5751.100185,1226,1596,1511,840,1512,2380,yes,yes,0,0.944510015,0.055489985,18,0,730.0756939,1024.778806,656,1053,427.646735,580.3053611,1,2,1,5007,2590,9774
LAB,557edd41663f4,362,2,2,NYT19990922.0390,132,2,1,1,1,0,,74,52,85,68.5,1,33,56003,0,0,55999,1369,7753.707757,1262,746,1511,840,1512,1084,yes,yes,0,0.994783883,0.005216117,5,0,677.6245435,391.0810811,520,320,452.6246081,226.0818501,1,2,1,5007,2590,9774
LAB,557edd41663f4,362,2,2,NYT20000717.0216,312,2,1,1,1,0,,50,38,85,61.5,1,47,66091,1,1,66083,2078,12294.57397,1390,2149,1511,840,1512,2500,yes,yes,0,0.998904688,0.001095312,36,0,548.9740135,477.3128008,374.5,402,447.0974678,375.766386,2,2,1,5007,2590,9774
LAB,55802af7ae0c8,362,0,0,NYT19981209.0167,321,2,5,1,1,0,,61,48,91,69.5,1,43,90817,0,0,90815,1257,7183.055659,1365,1964,1511,840,1512,2503,yes,yes,0,0.999289324,0.000710676,19,0,939.7366746,1142.304694,1211,1345,487.0186419,649.3750734,3,2,1,7592,17075,15784
LAB,55802af7ae0c8,362,1,1,APW20000825.0165,312,2,5,1,1,1,,89,55,89,72,1,34,25262,0,0,25260,679,3559.526352,836,590,1511,840,1512,1043,yes,yes,0,0.994178214,0.005821786,3,0,1205.259205,161.7731959,1297,142,214.5418057,151.9296582,1,2,1,7592,17075,15784
LAB,55802af7ae0c8,362,1,1,APW19981021.1018,123,2,5,1,1,1,,78,63,99,81,1,36,15273,0,0,15271,392,1194.615004,280,226,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1343.193878,134.7270408,1362,150,70.94941221,59.2825346,1,2,1,7592,17075,15784
LAB,55802af7ae0c8,362,2,2,NYT20000111.0385,312,2,5,1,1,0,,88,51,93,72,1,42,35901,0,0,35898,841,4798.864575,454,1424,1511,840,1512,2079,yes,yes,0,0.998605892,0.001394108,14,0,1244.48157,997.2627824,1260,1190,110.6591612,500.3772826,2,2,1,7592,17075,15784
LAB,55802af7ae0c8,362,1,1,NYT19980710.0406,132,2,5,1,1,1,,77,37,99,68,1,62,102571,0,0,102568,655,3424.902774,680,1165,1511,840,1512,1958,yes,yes,0,0.998536326,0.001463674,13,0,1081.642748,979.2412214,1164,1203,261.89886,442.956915,1,2,1,7592,17075,15784
LAB,55802af7ae0c8,362,0,0,NYT19991105.0106,321,2,5,1,1,0,,76,50,100,75,1,50,36162,0,0,36160,690,3890.783258,853,982,1511,840,1512,2380,yes,yes,0,0.472255007,0.527744993,8,0,1095.418841,341.9043478,1154.5,190.5,246.9393959,335.8574662,1,2,1,7592,17075,15784
LAB,55802af7ae0c8,362,0,0,XIE20000222.0131,213,2,5,0,0,1,,16,1,41,21,0,40,35894,1,1,35892,916,4412.867818,1257,250,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1019.338428,125.3569869,1243,113,438.7960293,76.91254181,1,2,1,7592,17075,15784
LAB,55802af7ae0c8,362,0,0,XIE19980809.0129,231,2,5,0,0,1,,19,1,40,20.5,0,39,22181,0,0,22180,852,4943.936332,1134,656,1511,840,1512,1118,yes,yes,0,0.994113778,0.005886222,4,0,886.82277,342.9201878,1116.5,249,398.3439577,198.4423259,1,2,1,7592,17075,15784
LAB,55802af7ae0c8,362,2,2,NYT20000717.0216,231,2,5,1,1,0,,79,67,100,83.5,1,33,27995,0,0,27991,1130,5519.038905,1265,1051,1511,840,1512,2500,yes,yes,0,0.438116091,0.561883909,8,0,660.6460177,489.8681416,378,350,487.5214373,315.995817,1,2,1,7592,17075,15784
LAB,55802af7ae0c8,362,2,2,APW20000707.0006,132,2,5,1,1,0,,86,77,100,88.5,1,23,11745,0,0,11742,591,4037.214313,992,400,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1180.167513,156.9813875,1322,142,265.7850234,103.7776697,1,2,1,7592,17075,15784
LAB,55802af7ae0c8,362,2,2,NYT19990922.0390,123,2,5,1,1,0,,86,75,100,87.5,1,25,12164,0,0,12162,479,2252.931213,557,544,1511,840,1512,1084,yes,yes,0,0.994783883,0.005216117,3,0,1262.853862,200.2922756,1311,156,130.2168594,151.7327057,1,2,1,7592,17075,15784
LAB,55802af7ae0c8,362,1,1,XIE19991115.0217,213,2,5,1,1,1,,87,73,100,86.5,1,27,12102,0,0,12100,348,1340.964119,330,210,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1314.836207,132.4252874,1343,150,89.82406216,66.51829194,2,2,1,7592,17075,15784
LAB,558132dfd79ac,362,2,2,NYT19990922.0390,312,2,5,1,1,0,,83,71,90,80.5,1,19,88929,1,1,88922,1862,7518.318015,1322,913,1511,840,1512,1084,yes,yes,0,0.994783883,0.005216117,6,0,701.5311493,309.0504834,641,193,379.0367693,264.0204624,1,2,1,13698,8161,16964
LAB,558132dfd79ac,362,2,2,NYT20000111.0385,123,2,5,1,1,0,,100,80,100,90,1,20,206145,1,1,206137,2324,12263.891,1333,1769,1511,840,1512,2079,yes,yes,0,0.998605892,0.001394108,28,0,734.0240964,517.4169535,653,239,378.0096256,553.032418,1,2,1,13698,8161,16964
LAB,558132dfd79ac,362,1,1,NYT19980710.0406,123,2,5,0,0,0,,8,1,19,10,0,18,94009,0,0,94006,1341,6731.249319,1294,1077,1511,840,1512,1958,yes,yes,0,0.731826297,0.268173703,18,0,872.7375093,201.365399,760,163,370.8261809,126.6381169,2,2,1,13698,8161,16964
LAB,558132dfd79ac,362,0,0,XIE19980809.0129,132,2,5,0,0,1,,1,1,19,10,0,18,63475,1,1,63467,2330,10146.24742,1362,929,1511,840,1512,1118,yes,yes,0,0.994113778,0.005886222,8,0,588.5420601,274.1158798,430,217,391.7668099,220.4737207,1,2,1,13698,8161,16964
LAB,558132dfd79ac,362,1,1,APW19981021.1018,132,2,5,1,1,1,,99,85,100,92.5,1,15,48339,0,0,48334,1401,4985.371006,1318,291,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,711.9543183,153.3054961,565,157,437.1660122,65.77117936,1,2,1,13698,8161,16964
LAB,558132dfd79ac,362,2,2,NYT20000717.0216,312,2,5,0,0,0,,28,27,48,37.5,1,21,135494,1,1,135481,3027,21324.40044,1363,1803,1511,840,1512,2500,yes,yes,0,0.76670316,0.23329684,48,0,693.354146,475.7588371,659,320,360.9894451,392.9237803,1,4,1,13698,8161,16964
LAB,558132dfd79ac,362,1,1,APW20000825.0165,213,2,5,1,1,1,,90,78,98,88,1,20,78039,0,0,78034,1076,3941.1888,835,681,1511,840,1512,1043,yes,yes,0,0.994178214,0.005821786,6,0,1054.114312,253.2007435,1147.5,223.5,298.0269551,177.8034678,2,3,1,13698,8161,16964
LAB,558132dfd79ac,362,2,2,APW20000707.0006,321,2,5,1,1,0,,94,84,100,92,1,16,64814,0,0,64813,590,2313.531088,706,229,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1201.679661,108.3932203,1296.5,94.5,235.3922293,77.51177985,1,3,1,13698,8161,16964
LAB,558132dfd79ac,362,0,0,NYT19991105.0106,231,2,5,0,0,1,,1,1,15,8,0,14,34441,0,0,34439,564,6126.622149,635,2135,1511,840,1512,2380,yes,yes,0,0.99940966,0.00059034,32,0,1160.891844,183.4078014,1230.5,96,192.7886151,247.4637538,1,3,1,13698,8161,16964
LAB,558132dfd79ac,362,0,0,NYT19981209.0167,231,2,5,0,0,1,,1,1,16,8.5,0,15,134797,0,0,134794,1652,7847.888377,918,1957,1511,840,1512,2503,yes,yes,0,0.999289324,0.000710676,21,0,898.2947942,1248.656174,727,1269.5,286.8455049,538.1513496,1,2,1,13698,8161,16964
LAB,558132dfd79ac,362,1,1,XIE19991115.0217,321,2,5,0,0,0,,27,17,37,27,0,20,49240,0,0,49235,1261,4501.762811,1254,286,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,889.742268,136.3275178,1143,143,422.5047677,78.2083488,2,4,1,13698,8161,16964
LAB,558132dfd79ac,362,0,0,XIE20000222.0131,213,2,5,0,0,1,,1,1,19,10,0,18,25162,1,1,25160,848,4559.892518,1285,237,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1032.904481,126.8950472,1223,142,382.2629248,60.67483212,1,3,1,13698,8161,16964
LAB,5584069820cb9,362,0,0,XIE20000222.0131,312,2,4,1,1,0,,25,16,54,35,1,38,31923,0,0,31922,1232,4814.00089,1239,448,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1058.982955,198.3993506,1261,151,370.0438978,141.1698009,1,2,1,574964,8384,18467
LAB,5584069820cb9,362,0,0,NYT19991105.0106,321,2,4,0,0,1,,30,16,54,35,1,38,108651,0,0,108648,1079,5436.994075,1055,1877,1511,840,1512,2380,yes,yes,0,0.99940966,0.00059034,17,0,1029.738647,1513.389249,1158,1657,322.5826645,548.5683412,1,2,1,574964,8384,18467
LAB,5584069820cb9,362,1,1,XIE19991115.0217,132,2,4,1,1,1,,80,51,96,73.5,1,45,34356,0,0,34353,772,1859.240105,461,331,1527,840,1528,841,yes,yes,None,None,0.001189061,0,0,1296,127.2940415,1320,106.5,102.1084086,71.85054611,1,3,1,574964,8384,18467
LAB,5584069820cb9,362,2,2,NYT20000111.0385,123,2,4,1,1,0,,81,59,89,74,1,30,136107,0,0,136104,845,4256.765899,669,1608,1511,840,1512,2079,yes,yes,0,0.998605892,0.001394108,20,0,1143.576331,1322.263905,1214,1394,220.8502429,424.6319512,1,3,1,574964,8384,18467
